"cat","val","species","common_name"
"Höhe:","40 - 200 cm","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Breite:","60 - 100 cm","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Zuwachs:","20 - 60 cm/Jahr","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Wurzelsystem:","Tiefwurzler","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Frostverträglich:","bis -40 °C (bis Klimazone 3)","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Blütenfarbe:"," weiß","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Blühzeit:","jfmamjjasond","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Blütenform:","rispenförmig","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Fruchtreife:","jfmamjjasond","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Schmetterlinge:","Schmetterlingsweide (1 Arten)","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Raupenfutterpflanze:","1 Arten","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Säugetiere:","1 fressende Arten","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Pflanzen je ㎡:","2","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Ordnung:","Nelkenartige","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Familie:","Knöterichgewächse","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Gattung:","Rhabarber","Rheum-rhabarbarum","Gewöhnlicher Rhabarber,Krauser Rhabarber"
"Licht:","","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Boden:","durchlässig bis humus","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Wasser:","trocken","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Nährstoffe:","normaler Boden","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Pflanzenart:","Zweijährige","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Höhe:","60 - 100 cm","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Wurzelsystem:","Pfahlwurzler","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Blütenfarbe:"," gelb","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Blühzeit:","jfmamjjasond","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Blütenform:","körbchenförmig","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Aussaat:","jfmamjjasond","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Ordnung:","Asternartige","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Familie:","Korbblütler","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Gattung:","Schwarzwurzel","Scorzonera-hispanica","Garten-Schwarzwurzel,Spanische Schwarzwurzel"
"Licht:","Sonne","Spinacia-oleracea","Spinat"
"Boden:","normal","Spinacia-oleracea","Spinat"
"Wasser:","frisch bis trocken","Spinacia-oleracea","Spinat"
"Nährstoffe:","normaler Boden","Spinacia-oleracea","Spinat"
"Pflanzenart:","Einjährige","Spinacia-oleracea","Spinat"
"Höhe:","50 - 100 cm","Spinacia-oleracea","Spinat"
"Breite:","20 - 40 cm","Spinacia-oleracea","Spinat"
"Wurzelsystem:","Pfahlwurzler","Spinacia-oleracea","Spinat"
"Blütenfarbe:"," gelb","Spinacia-oleracea","Spinat"
"Blühzeit:","jfmamjjasond","Spinacia-oleracea","Spinat"
"Blütenform:","scheinährenförmig","Spinacia-oleracea","Spinat"
"Schmetterlinge:","Schmetterlingsweide (2 Arten)","Spinacia-oleracea","Spinat"
"Raupenfutterpflanze:","2 Arten","Spinacia-oleracea","Spinat"
"Aussaat:","jfmamjjasond","Spinacia-oleracea","Spinat"
"Gründünger:","Als Gründünger verwendbargegen Erdflöhe und für eine gute BodenstrukturVor-, Nach-, Untersaat","Spinacia-oleracea","Spinat"
"Ordnung:","Nelkenartige","Spinacia-oleracea","Spinat"
"Familie:","Fuchsschwanzgewächse","Spinacia-oleracea","Spinat"
"Gattung:","Spinat","Spinacia-oleracea","Spinat"
"Licht:","","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Boden:","durchlässig bis humus","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Wasser:","","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Nährstoffe:","nährstoffreicher Boden","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Salzverträglich:","ja","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Pflanzenart:","Einjährige","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Höhe:","50 - 100 cm","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Wurzelsystem:","Pfahlwurzler","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Wurzelausläufer:","Ausläufer","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Blütenfarbe:"," gelb","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Blühzeit:","jfmamjjasond","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Blütenform:","klein","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Aussaat:","jfmamjjasond","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Ordnung:","Nelkenartige","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Familie:","Mittagsblumengewächse","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Gattung:","Tetragonia","Tetragonia-tetragonioides","Neuseeländischer Spinat"
"Licht:","Sonne","Valerianella-locusta","Feldsalat"
"Boden:","durchlässig bis lehmig","Valerianella-locusta","Feldsalat"
"Wasser:","frisch bis trocken","Valerianella-locusta","Feldsalat"
"Nährstoffe:","nährstoffreicher Boden","Valerianella-locusta","Feldsalat"
"Pflanzenart:","Einjährige","Valerianella-locusta","Feldsalat"
"Wuchs:","rosettenartig wachsend","Valerianella-locusta","Feldsalat"
"Höhe:","10 - 25 cm","Valerianella-locusta","Feldsalat"
"Breite:","10 - 15 cm","Valerianella-locusta","Feldsalat"
"Wurzelsystem:","Pfahlwurzler","Valerianella-locusta","Feldsalat"
"Frostverträglich:","bis -17 °C (bis Klimazone 7)","Valerianella-locusta","Feldsalat"
"Blütenfarbe:"," blau","Valerianella-locusta","Feldsalat"
"Blühzeit:","jfmamjjasond","Valerianella-locusta","Feldsalat"
"Blütenform:","trugdoldenförmig","Valerianella-locusta","Feldsalat"
"Aussaat:","jfmamjjasond","Valerianella-locusta","Feldsalat"
"Gründünger:","Als Gründünger verwendbar","Valerianella-locusta","Feldsalat"
"Ordnung:","Kardenartige","Valerianella-locusta","Feldsalat"
"Familie:","Geißblattgewächse","Valerianella-locusta","Feldsalat"
"Gattung:","Feldsalat","Valerianella-locusta","Feldsalat"
"Licht:","Sonne","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Boden:","normal bis lehmig","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Wasser:","feucht","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Nährstoffe:","normaler Boden","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Kübel/Balkon geeignet:","ja","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Pflanzenart:","Einjährige","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Wuchs:","kletternd, Ranker","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Höhe:","30 - 200 cm","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Breite:","20 - 40 cm","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Wurzelsystem:","Pfahlwurzler","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Blütenfarbe:"," weiß","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Blühzeit:","jfmamjjasond","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Blütenform:","traubenförmig","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Bienen:","Bienenweide (1 Arten)","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Schmetterlinge:","Schmetterlingsweide (1 Arten)","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Raupenfutterpflanze:","1 Arten","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Aussaat:","jfmamjjasond","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Gründünger:","Als Gründünger verwendbarLeguminose, sehr gute BodengareVor- und Nachsaat","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Ordnung:","Schmetterlingsblütenartige","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Familie:","Hülsenfrüchtler","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Gattung:","Wicken","Vicia-faba","Ackerbohne, Puffbohne, Feldbohne, Saubohne, Schweinsbohne, Pferdebohne"
"Licht:","Sonne bis Halbschatten","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Boden:","durchlässig bis humus","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Wasser:","frisch bis trocken","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Nährstoffe:","normaler bis nährstoffreicher Boden","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"PH-Wert:","sauer","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Pflanzenart:","Staude","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Wuchs:","niederliegend bis straff aufrecht, Ausläuferbildend","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Höhe:","20 - 50 cm","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Breite:","40 - 50 cm","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"schnittverträglich:","ja","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Wurzelsystem:","Flachwurzler","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Wurzelausläufer:","Ausläufer","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Frostverträglich:","bis -45,5 °C (bis Klimazone 2)","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Blütenfarbe:"," weiß","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Blühzeit:","jfmamjjasond","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Blütenform:","doldenförmig, radiärsymmetrisch","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Bienen:","Bienenweide (28 Arten)","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Schmetterlinge:","Schmetterlingsweide (32 Arten)","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Raupenfutterpflanze:","21 Arten","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Säugetiere:","17 fressende Arten","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Keimer:","Lichtkeimer","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Pflanzen je ㎡:","7","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Ordnung:","Asternartige","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Familie:","Korbblütler","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Gattung:","Schafgarbe","Achillea-millefolium","Gewöhnliche Wiesenschafgarbe,Gemeine Schafgarbe"
"Licht:","Sonne bis Halbschatten","Agrostemma-githago","Gewöhnliche Kornrade"
"Boden:","durchlässig bis normal","Agrostemma-githago","Gewöhnliche Kornrade"
"Wasser:","frisch bis trocken","Agrostemma-githago","Gewöhnliche Kornrade"
"Nährstoffe:","nährstoffreicher Boden","Agrostemma-githago","Gewöhnliche Kornrade"
"Pflanzenart:","Einjährige","Agrostemma-githago","Gewöhnliche Kornrade"
"Wuchs:","aufrecht, locker","Agrostemma-githago","Gewöhnliche Kornrade"
"Höhe:","30 - 100 cm","Agrostemma-githago","Gewöhnliche Kornrade"
"Wurzelsystem:","Pfahlwurzler","Agrostemma-githago","Gewöhnliche Kornrade"
"Blütenfarbe:"," rot","Agrostemma-githago","Gewöhnliche Kornrade"
"Blühzeit:","jfmamjjasond","Agrostemma-githago","Gewöhnliche Kornrade"
"Blütenform:","scheibenförmig, kronröhrig, radiärsymmetrisch","Agrostemma-githago","Gewöhnliche Kornrade"
"Bienen:","Bienenweide","Agrostemma-githago","Gewöhnliche Kornrade"
"Schmetterlinge:","Schmetterlingsweide (1 Arten)","Agrostemma-githago","Gewöhnliche Kornrade"
"Raupenfutterpflanze:","1 Arten","Agrostemma-githago","Gewöhnliche Kornrade"
"Säugetiere:","1 fressende Arten","Agrostemma-githago","Gewöhnliche Kornrade"
"Gründünger:","Als Gründünger verwendbar","Agrostemma-githago","Gewöhnliche Kornrade"
"Ordnung:","Nelkenartige","Agrostemma-githago","Gewöhnliche Kornrade"
"Familie:","Nelkengewächse","Agrostemma-githago","Gewöhnliche Kornrade"
"Gattung:","Konraden","Agrostemma-githago","Gewöhnliche Kornrade"
"Licht:","Sonne bis Halbschatten","Agrostis-capillaris","Rotes Straußgras"
"Boden:","durchlässig bis humus","Agrostis-capillaris","Rotes Straußgras"
"Wasser:","feucht bis frisch","Agrostis-capillaris","Rotes Straußgras"
"Nährstoffe:","nährstoffreicher Boden","Agrostis-capillaris","Rotes Straußgras"
"Pflanzenart:","Gras","Agrostis-capillaris","Rotes Straußgras"
"Wuchs:","aufrecht, horstig","Agrostis-capillaris","Rotes Straußgras"
"Höhe:","20 - 60 cm","Agrostis-capillaris","Rotes Straußgras"
"Wurzelsystem:","Flachwurzler","Agrostis-capillaris","Rotes Straußgras"
"Wurzelausläufer:","Ausläufer","Agrostis-capillaris","Rotes Straußgras"
"Blütenfarbe:"," violett","Agrostis-capillaris","Rotes Straußgras"
"Blühzeit:","jfmamjjasond","Agrostis-capillaris","Rotes Straußgras"
"Blütenform:","rispenförmig","Agrostis-capillaris","Rotes Straußgras"
"Schmetterlinge:","Schmetterlingsweide (12 Arten)","Agrostis-capillaris","Rotes Straußgras"
"Raupenfutterpflanze:","12 Arten","Agrostis-capillaris","Rotes Straußgras"
"Säugetiere:","12 fressende Arten","Agrostis-capillaris","Rotes Straußgras"
"Ordnung:","Süßgrasartige","Agrostis-capillaris","Rotes Straußgras"
"Familie:","Süßgräser","Agrostis-capillaris","Rotes Straußgras"
"Gattung:","Straußgräser","Agrostis-capillaris","Rotes Straußgras"
"Licht:","Sonne bis Halbschatten","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Boden:","lehmig","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Wasser:","feucht bis frisch","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Nährstoffe:","nährstoffreicher Boden","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Pflanzenart:","Gras","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Wuchs:","buschig, breiter Wuchs","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Höhe:","8 - 40 cm","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Wurzelsystem:","Flachwurzler","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Wurzelausläufer:","Ausläufer","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Blütenfarbe:"," grün","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Blühzeit:","jfmamjjasond","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Blütenform:","rispenförmig","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Schmetterlinge:","Schmetterlingsweide (2 Arten)","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Raupenfutterpflanze:","2 Arten","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Säugetiere:","2 fressende Arten","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Ordnung:","Süßgrasartige","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Familie:","Süßgräser","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Gattung:","Straußgräser","Agrostis-stolonifera","Weißes Straußgras,Flecht-Straußgras, Bentgras"
"Licht:","Sonne bis Halbschatten","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Boden:","humus","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Wasser:","feucht bis frisch","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Nährstoffe:","nährstoffreicher Boden","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Pflanzenart:","Gras","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Höhe:","30 - 100 cm","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Breite:","10 - 40 cm","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Wurzelsystem:","Flachwurzler","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Blütenfarbe:"," grün","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Blühzeit:","jfmamjjasond","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Blütenform:","dicht ährig-zylindrisch","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Schmetterlinge:","Schmetterlingsweide (7 Arten)","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Raupenfutterpflanze:","7 Arten","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Ordnung:","Süßgrasartige","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Familie:","Süßgräser","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Gattung:","Fuchsschwanzgräser","Alopecurus-pratensis","Wiesen-Fuchsschwanz"
"Licht:","Sonne","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Boden:","durchlässig","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Wasser:","trocken","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Nährstoffe:","normaler Boden","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Kübel/Balkon geeignet:","ja","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Pflanzenart:","Staude","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Wuchs Konkurrenz:","sehr stark","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Höhe:","20 - 50 cm","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Breite:","30 - 40 cm","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Wurzelsystem:","Herzwurzler","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Blütenfarbe:"," gelb","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Blühzeit:","jfmamjjasond","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Blütenform:","strahlenförmig, radiärsymmetrisch","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Bienen:","Bienenweide (7 Arten)","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Schmetterlinge:","Schmetterlingsweide (4 Arten)","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Raupenfutterpflanze:","2 Arten","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Säugetiere:","2 fressende Arten","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Aussaat:","jfmamjjasond","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Keimer:","Lichtkeimer, Warmkeimer","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Pflanzen je ㎡:","7","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Ordnung:","Asternartige","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Familie:","Korbblütler","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Gattung:","Hundskamille","Anthemis-tinctoria","Färberkamille,Färber-Hundskamille"
"Licht:","Sonne bis Halbschatten","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Boden:","lehmig","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Wasser:","frisch bis trocken","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Nährstoffe:","normaler Boden","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"PH-Wert:","sauer","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Pflanzenart:","Gras","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Wuchs:","ausbreitend","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Höhe:","10 - 50 cm","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Wurzelsystem:","Flachwurzler","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Frostverträglich:","bis -12 °C (bis Klimazone 8)","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Blütenfarbe:"," grün","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Blühzeit:","jfmamjjasond","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Blütenform:","klein, unscheinbar","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Schmetterlinge:","Schmetterlingsweide (5 Arten)","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Raupenfutterpflanze:","5 Arten","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Säugetiere:","5 fressende Arten","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Ordnung:","Süßgrasartige","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Familie:","Süßgräser","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Gattung:","Ruchgräser","Anthoxanthum-odoratum","Gewöhnliches Ruchgras"
"Licht:","Sonne","Anthyllis-vulneraria","Gewöhnlicher Wundklee"
"Boden:","durchlässig","Anthyllis-vulneraria","Gewöhnlicher Wundklee"
"Wasser:","frisch bis trocken","Anthyllis-vulneraria","Gewöhnlicher Wundklee"
"Nährstoffe:","nährstoffarmer Boden","Anthyllis-vulneraria","Gewöhnlicher Wundklee"
