"fed_state","species_cleaned","species_naturadb","rl_cat","naturadb_common_name","Bienen","Blütenfarbe","Boden","Dachbegrünung geeignet","Familie","Frostverträglich","Gattung","Höhe","Kübel/Balkon geeignet","Licht","Nährstoffe","PH-Wert","Säugetiere","Schmetterlinge","Vögel","Wasser"
"Baden-Württemberg","Cicuta virosa","cicuta-virosa","2","Wasserschierling,Gift-Wasserschierling",NA,"weiß","humus",NA,"Doldenblütler",NA,"Wasserschierlinge","50 - 150 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Baden-Württemberg","Cirsium acaule","cirsium-acaule","V","Stängellose Kratzdistel","Bienenweide","rosa","durchlässig bis lehmig",NA,"Korbblütler",NA,"Kratzdisteln","5 - 10 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Baden-Württemberg","Cirsium rivulare","cirsium-rivulare","V","Bach-Kratzdistel",NA,"pink","durchlässig bis normal",NA,"Korbblütler","bis -28 °C (bis Klimazone 5)","Kratzdisteln","30 - 120 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (5 Arten)",NA,"feucht bis frisch"
"Baden-Württemberg","Cirsium tuberosum","cirsium-tuberosum","3","Knollen-Kratzdistel",NA,"violett","durchlässig bis humus",NA,"Korbblütler",NA,"Kratzdisteln","40 - 100 cm",NA,"Sonne bis Halbschatten",NA,"basisch / kalk","1 fressende Arten","Schmetterlingsweide (6 Arten)",NA,"feucht"
"Baden-Württemberg","Cladium mariscus","cladium-mariscus","3","Binsen-Schneide",NA,"braun","lehmig",NA,"Sauergrasgewächse","bis -40 °C (bis Klimazone 3)","Schneiden","80 - 200 cm",NA,"Sonne","normaler Boden","sauer",NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Baden-Württemberg","Colutea arborescens","colutea-arborescens","2","Gelber Blasenstrauch","Bienenweide","gelb","durchlässig bis normal",NA,"Hülsenfrüchtler","bis -23 °C (bis Klimazone 6)","Blasensträucher","1 - 2 m",NA,"Sonne bis Halbschatten","normaler Boden",NA,"3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"trocken"
"Baden-Württemberg","Conium maculatum","conium-maculatum","3","Gefleckter Schierling","Bienenweide (1 Arten)","weiß","humus",NA,"Doldenblütler",NA,"Schierlinge","80 - 200 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Baden-Württemberg","Consolida regalis","consolida-regalis","V","Gewöhnlicher Feldrittersporn,Ackerrittersporn","Bienenweide (2 Arten)","blau","durchlässig bis lehmig",NA,"Hahnenfußgewächse",NA,"Feldrittersporne","20 - 40 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk","3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Coronilla coronata","coronilla-coronata","V","Berg-Kronwicke",NA,"gelb","durchlässig",NA,"Hülsenfrüchtler","bis -23 °C (bis Klimazone 6)","Kronwicken","30 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffarmer bis normaler Boden",NA,"4 fressende Arten","Schmetterlingsweide (4 Arten)",NA,"trocken"
"Baden-Württemberg","Coronilla vaginalis","coronilla-vaginalis","3","Scheiden-Kronwicke",NA,"gelb","durchlässig",NA,"Hülsenfrüchtler",NA,"Kronwicken","5 - 25 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"trocken"
"Baden-Württemberg","Corydalis intermedia","corydalis-intermedia","V","Mittlerer Lerchensporn",NA,"pink","lehmig",NA,"Mohngewächse",NA,"Lerchensporne","7 - 20 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Baden-Württemberg","Corynephorus canescens","corynephorus-canescens","3","Gewöhnliches Silbergras",NA,"violett","durchlässig",NA,"Süßgräser","bis -28 °C (bis Klimazone 5)","Corynephorus","15 - 30 cm",NA,"Sonne","nährstoffarmer Boden",NA,"8 fressende Arten","Schmetterlingsweide (8 Arten)",NA,"trocken"
"Baden-Württemberg","Crepis tectorum","crepis-tectorum","2","Dach-Pippau",NA,"gelb","humus",NA,"Korbblütler",NA,"Pippau","10 - 60 cm",NA,"Sonne","nährstoffreicher Boden","sauer",NA,NA,NA,"frisch"
"Baden-Württemberg","Cyperus longus","cyperus-longus","0","Hohes Zypergras",NA,"braun","durchlässig bis lehmig",NA,"Sauergrasgewächse","bis -17 °C (bis Klimazone 7)","Zypergräser","40 - 120 cm",NA,"Sonne bis Halbschatten",NA,"sauer",NA,NA,NA,"feucht"
"Baden-Württemberg","Cytisus nigricans","cytisus-nigricans","V","Schwarzer Geißklee","Bienenweide (1 Arten)","gelb","durchlässig",NA,"Hülsenfrüchtler",NA,"Geißklee","50 - 100 cm","ja","Sonne bis Halbschatten",NA,NA,NA,"Schmetterlingsweide (4 Arten)",NA,"trocken"
"Baden-Württemberg","Dactylorhiza incarnata","dactylorhiza-incarnata","3","Steifblättrige Fingerwurz,Fleischfarbenes Knabenkraut",NA,"rosa","durchlässig bis lehmig",NA,"Orchideen",NA,"Knabenkräuter","20 - 60 cm",NA,"",NA,NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Baden-Württemberg","Daphne cneorum","daphne-cneorum","2","Rosmarin-Seidelbast",NA,"rosa","durchlässig bis normal",NA,"Seidelbastgewächse","bis -28 °C (bis Klimazone 5)","Seidelbast","30 - 40 cm","ja","Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Descurainia sophia","descurainia-sophia","3","Gewöhnliche Besenrauke",NA,"gelb","lehmig",NA,"Kreuzblütler",NA,"Besenrauken","25 - 100 cm",NA,"Sonne",NA,NA,NA,"Schmetterlingsweide (2 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Dianthus armeria","dianthus-armeria","V","Raue Nelke,Büschel-Nelke","Bienenweide","rot","durchlässig bis normal",NA,"Nelkengewächse",NA,"Nelken","15 - 40 cm","ja, Kübelgröße mittel","Sonne","normaler Boden",NA,NA,"Schmetterlingsweide",NA,"frisch bis trocken"
"Baden-Württemberg","Dianthus carthusianorum","dianthus-carthusianorum","V","Karthäuser-Nelke","Bienenweide (3 Arten)","pink","durchlässig",NA,"Nelkengewächse","bis -40 °C (bis Klimazone 3)","Nelken","15 - 40 cm","ja","Sonne","nährstoffarmer Boden",NA,"3 fressende Arten","Schmetterlingsweide (16 Arten)",NA,"trocken"
"Baden-Württemberg","Dianthus deltoides","dianthus-deltoides","3","Heide-Nelke","Bienenweide","pink","durchlässig bis lehmig","ja","Nelkengewächse","bis -40 °C (bis Klimazone 3)","Nelken","15 - 30 cm","ja","Sonne","nährstoffarmer Boden","sauer","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"trocken"
"Baden-Württemberg","Dianthus gratianopolitanus","dianthus-gratianopolitanus","3","Pfingst-Nelke,Grenobler Nelke","Bienenweide","rosa","durchlässig","ja","Nelkengewächse","bis -40 °C (bis Klimazone 3)","Nelken","10 - 30 cm","ja","Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (4 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Dianthus superbus","dianthus-superbus","3","Pracht-Nelke","Bienenweide","pink","durchlässig bis lehmig",NA,"Nelkengewächse","bis -34 °C (bis Klimazone 4)","Nelken","20 - 50 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"feucht bis trocken"
"Baden-Württemberg","Dictamnus albus","dictamnus-albus","3","Diptam","Bienenweide","rosa","durchlässig bis lehmig",NA,"Rautengewächse","bis -17 °C (bis Klimazone 7)","Diptam","60 - 120 cm","ja, Kübelgröße groß","Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Digitalis grandiflora","digitalis-grandiflora","V","Großblütiger Fingerhut","Bienenweide (1 Arten)","gelb","durchlässig bis normal",NA,"Wegerichgewächse","bis -28 °C (bis Klimazone 5)","Fingerhüte","60 - 120 cm","ja, Kübelgröße mittel","Sonne bis Halbschatten","normaler bis nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Digitalis lutea","digitalis-lutea","V","Gelber Fingerhut","Bienenweide (1 Arten)","gelb","durchlässig bis lehmig","ja","Wegerichgewächse","bis -28 °C (bis Klimazone 5)","Fingerhüte","40 - 80 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch"
"Baden-Württemberg","Draba aizoides","draba-aizoides","3","Immergrünes Felsenblümchen,Hungerblümchen","Bienenweide","gelb","durchlässig","ja","Kreuzblütler","bis -34 °C (bis Klimazone 4)","Felsenblümchen","3 - 8 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Baden-Württemberg","Dryopteris cristata","dryopteris-cristata","2","Kammfarn",NA,NA,"humus",NA,"Wurmfarngewächse","bis -34 °C (bis Klimazone 4)","Wurmfarne","30 - 80 cm",NA,"Sonne bis Schatten",NA,NA,NA,NA,NA,"feucht"
"Baden-Württemberg","Echinocystis lobata","echinocystis-lobata","1","Stachelgurke,Gelappte Stachelgurke, Igelgurke",NA,"weiß","humus",NA,"Kürbisgewächse",NA,"Stachelgurke","60 - 80 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"frisch"
"Baden-Württemberg","Eleocharis acicularis","eleocharis-acicularis","V","Nadel-Sumpfbinse",NA,"braun","humus",NA,"Sauergrasgewächse","bis -28 °C (bis Klimazone 5)","Sumpfbinsen","2 - 10 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"feucht"
"Baden-Württemberg","Empetrum nigrum","empetrum-nigrum","2","Schwarze Krähenbeere",NA,"pink","durchlässig bis humus",NA,"Heidekrautgewächse","bis -40 °C (bis Klimazone 3)","Krähenbeeren","10 - 50 cm","ja","Sonne bis Halbschatten",NA,"sauer",NA,NA,NA,"feucht"
"Baden-Württemberg","Epilobium palustre","epilobium-palustre","V","Sumpf-Weidenröschen",NA,"rosa","humus",NA,"Nachtkerzengewächse",NA,"Epilobium","5 - 70 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","sauer",NA,"Schmetterlingsweide (6 Arten)",NA,"feucht"
"Baden-Württemberg","Equisetum variegatum","equisetum-variegatum","2","Bunter Schachtelhalm",NA,"braun","durchlässig bis lehmig",NA,"Schachtelhalmgewächse","bis -45,5 °C (bis Klimazone 2)","Schachtelhalme","10 - 20 cm",NA,"Sonne bis Halbschatten",NA,NA,NA,NA,NA,"feucht"
"Baden-Württemberg","Erica carnea","erica-carnea","0","Schnee-Heide","Bienenweide","rosa","durchlässig bis humus",NA,"Heidekrautgewächse","bis -28 °C (bis Klimazone 5)","Heidekräuter","15 - 30 cm","ja","Sonne bis Halbschatten",NA,NA,"2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Eriophorum angustifolium","eriophorum-angustifolium","3","Schmalblättriges Wollgras",NA,"weiß","durchlässig bis humus",NA,"Sauergrasgewächse","bis -34 °C (bis Klimazone 4)","Wollgräser","30 - 60 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Baden-Württemberg","Eriophorum latifolium","eriophorum-latifolium","3","Breitblättriges Wollgras",NA,"weiß","durchlässig bis normal",NA,"Sauergrasgewächse","bis -34 °C (bis Klimazone 4)","Wollgräser","30 - 60 cm",NA,"Sonne bis Halbschatten",NA,"basisch / kalk","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Baden-Württemberg","Eriophorum vaginatum","eriophorum-vaginatum","V","Scheidiges Wollgras",NA,"weiß","durchlässig bis humus",NA,"Sauergrasgewächse","bis -34 °C (bis Klimazone 4)","Wollgräser","20 - 60 cm",NA,"Sonne","nährstoffarmer Boden","sauer","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Baden-Württemberg","Eryngium campestre","eryngium-campestre","3","Feld-Mannstreu","Bienenweide (10 Arten)","weiß","durchlässig bis normal",NA,"Doldenblütler","bis -28 °C (bis Klimazone 5)","Mannstreu","15 - 60 cm",NA,"Sonne","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide (3 Arten)",NA,"frisch"
"Baden-Württemberg","Erysimum cheiri","erysimum-cheiri","V","Goldlack","Bienenweide (2 Arten)","gelb","durchlässig",NA,"Kreuzblütler","bis -17 °C (bis Klimazone 7)","Schöteriche","30 - 40 cm","ja","Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"frisch bis trocken"
"Baden-Württemberg","Erysimum crepidifolium","erysimum-crepidifolium","R","Bleicher Schöterich","Bienenweide (1 Arten)","gelb","humus",NA,"Kreuzblütler",NA,"Schöteriche","15 - 60 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Baden-Württemberg","Erysimum odoratum","erysimum-odoratum","2","Duft-Schöterich","Bienenweide (1 Arten)","gelb","durchlässig",NA,"Kreuzblütler",NA,"Schöteriche","20 - 90 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Baden-Württemberg","Euphorbia esula","euphorbia-esula","V","Esels-Wolfsmilch",NA,"gelb","durchlässig",NA,"Wolfsmilchgewächse",NA,"Wolfsmilch","30 - 60 cm",NA,"Sonne","nährstoffreicher Boden",NA,"2 fressende Arten","Schmetterlingsweide (4 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Euphorbia palustris","euphorbia-palustris","3","Sumpf-Wolfsmilch",NA,"gelb","lehmig",NA,"Wolfsmilchgewächse","bis -28 °C (bis Klimazone 5)","Wolfsmilch","80 - 100 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Baden-Württemberg","Euphorbia seguieriana","euphorbia-seguieriana","2","Steppen-Wolfsmilch",NA,"gelb","durchlässig bis humus",NA,"Wolfsmilchgewächse","bis -28 °C (bis Klimazone 5)","Wolfsmilch","30 - 80 cm","ja, Kübelgröße mittel","Sonne","normaler Boden","basisch / kalk","2 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Fagopyrum tataricum","fagopyrum-tataricum","0","Tatarischer Buchweizen,Falscher Buchweizen ",NA,"weiß",NA,NA,"Knöterichgewächse",NA,"Buchweizen",NA,NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,""
"Baden-Württemberg","Festuca amethystina","festuca-amethystina","3","Amethyst-Schwingel",NA,"violett","durchlässig","ja","Süßgräser","bis -34 °C (bis Klimazone 4)","Schwingel","50 - 80 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,NA,NA,"trocken"
"Baden-Württemberg","Festuca filiformis","festuca-filiformis","V","Haar-Schafschwingel",NA,NA,NA,NA,"Süßgräser",NA,"Schwingel",NA,NA,"",NA,NA,NA,NA,NA,""
"Baden-Württemberg","Filipendula vulgaris","filipendula-vulgaris","3","Kleines Mädesüß,Knollen-Rüsterstaude, Knolliger Geißbart",NA,"weiß","durchlässig bis normal",NA,"Rosengewächse","bis -40 °C (bis Klimazone 3)","Mädesüß","30 - 80 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis trocken"
"Baden-Württemberg","Fragaria moschata","fragaria-moschata","G","Zimt-Erdbeere,Moschus-Erdbeere",NA,"weiß","durchlässig bis humus",NA,"Rosengewächse","bis -12 °C (bis Klimazone 8)","Erdbeeren","5 - 15 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Baden-Württemberg","Fritillaria meleagris","fritillaria-meleagris","1","Schachbrettblume,Perlhuhn-Schachbrettblume","Bienenweide (2 Arten)","pink","durchlässig bis lehmig",NA,"Liliengewächse","bis -34 °C (bis Klimazone 4)","Fritillaria","20 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Baden-Württemberg","Fumana procumbens","fumana-procumbens","2","Gewöhnliches Nadelröschen",NA,"gelb","durchlässig bis humus",NA,"Zistrosengewächse",NA,"Fumana","5 - 20 cm","ja","Sonne","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Baden-Württemberg","Gagea villosa","gagea-villosa","V","Acker-Gelbstern,Acker-Goldstern","Bienenweide (1 Arten)","gelb","durchlässig bis humus",NA,"Liliengewächse",NA,"Gelbsterne","8 - 15 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"frisch bis trocken"
"Baden-Württemberg","Galeopsis ladanum","galeopsis-ladanum","G","Breitblättriger Hohlzahn","Bienenweide (2 Arten)","rot","durchlässig",NA,"Lippenblütler",NA,"Hohlzahn","10 - 40 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"trocken"
"Baden-Württemberg","Galeopsis segetum","galeopsis-segetum","3","Saat-Hohlz","Bienenweide","gelb","durchlässig bis humus",NA,"Lippenblütler",NA,"Hohlzahn","10 - 50 cm",NA,"Sonne","nährstoffarmer Boden","basisch / kalk",NA,NA,NA,"trocken"
"Baden-Württemberg","Galium boreale","galium-boreale","3","Nordisches Labkraut",NA,"weiß","durchlässig bis lehmig",NA,"Rötegewächse","bis -45,5 °C (bis Klimazone 2)","Labkräuter","30 - 50 cm",NA,"Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,NA,NA,"feucht bis frisch"
"Baden-Württemberg","Galium glaucum","galium-glaucum","V","Blaugrünes Labkraut",NA,"weiß","durchlässig bis humus",NA,"Rötegewächse","bis -40 °C (bis Klimazone 3)","Labkräuter","30 - 80 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","basisch / kalk","6 fressende Arten","Schmetterlingsweide (6 Arten)",NA,"trocken"
"Baden-Württemberg","Galium pumilum","galium-pumilum","V","Heide-Labkraut,Triften-Labkraut, Zierliches Labkraut",NA,"weiß","durchlässig bis humus",NA,"Rötegewächse",NA,"Labkräuter","15 - 25 cm",NA,"Sonne bis Halbschatten","normaler Boden","sauer",NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Baden-Württemberg","Genista germanica","genista-germanica","3","Deutscher Ginster",NA,"gelb","durchlässig bis normal",NA,"Hülsenfrüchtler",NA,"Ginster","30 - 60 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Genista pilosa","genista-pilosa","V","Sand-Ginster,Haar-Ginster",NA,"gelb","durchlässig bis humus",NA,"Hülsenfrüchtler","bis -28 °C (bis Klimazone 5)","Ginster","20 - 40 cm",NA,"Sonne bis Halbschatten","normaler Boden","sauer","3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"feucht bis frisch"
"Baden-Württemberg","Gentiana asclepiadea","gentiana-asclepiadea","3","Schwalbenwurz-Enzian","Bienenweide","blau","durchlässig bis lehmig",NA,"Enziangewächse","bis -23 °C (bis Klimazone 6)","Enziane","30 - 80 cm",NA,"Sonne bis Halbschatten","normaler bis nährstoffreicher Boden","basisch / kalk","2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"feucht"
"Baden-Württemberg","Gentiana cruciata","gentiana-cruciata","2","Kreuz-Enzian,Gentiana cruciata subsp. cruciata","Bienenweide","blau","durchlässig bis humus",NA,"Enziangewächse","bis -28 °C (bis Klimazone 5)","Enziane","15 - 50 cm",NA,"Sonne","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Baden-Württemberg","Gentiana lutea","gentiana-lutea","V","Gelber Enzian","Bienenweide","gelb","durchlässig bis humus",NA,"Enziangewächse","bis -28 °C (bis Klimazone 5)","Enziane","40 - 140 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Baden-Württemberg","Gentiana pneumonanthe","gentiana-pneumonanthe","2","Lungen-Enzian","Bienenweide","blau","durchlässig bis humus",NA,"Enziangewächse","bis -34 °C (bis Klimazone 4)","Enziane","15 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","sauer","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Baden-Württemberg","Gentiana verna","gentiana-verna","2","Frühlings-Enzian,Schusternagerl, Himmelsbläueli","Bienenweide (2 Arten)","blau","durchlässig",NA,"Enziangewächse","bis -28 °C (bis Klimazone 5)","Enziane","4 - 10 cm",NA,"Sonne","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide",NA,"feucht"
"Baden-Württemberg","Gentianella germanica","gentianella-germanica","V","Deutscher Kranzenzian,Deutscher Fransenenzian",NA,"violett","lehmig",NA,"Enziangewächse","bis -28 °C (bis Klimazone 5)","Enziane","5 - 30 cm",NA,"Sonne","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Baden-Württemberg","Gladiolus palustris","gladiolus-palustris","1","Sumpf-Siegwurz,Sumpf-Gladiole",NA,"pink","durchlässig bis humus",NA,"Schwertliliengewächse","bis -23 °C (bis Klimazone 6)","Gladiolen","30 - 60 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden","basisch / kalk",NA,NA,NA,"feucht bis frisch"
"Baden-Württemberg","Globularia punctata","globularia-punctata","3","Echte Kugelblume",NA,"blau","durchlässig bis normal",NA,"Wegerichgewächse","bis -28 °C (bis Klimazone 5)","Kugelblumen","20 - 30 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"frisch"
"Baden-Württemberg","Gratiola officinalis","gratiola-officinalis","1","Gottes-Gnadenkraut,Sumpfgnadenkraut","Bienenweide","weiß","lehmig",NA,"Wegerichgewächse","bis -17 °C (bis Klimazone 7)","Gnadenkräuter","30 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Baden-Württemberg","Gymnadenia conopsea","gymnadenia-conopsea","V","Große Händelwurz,Mücken-Händelwurz",NA,"rosa","normal",NA,"Orchideen",NA,"Händelwurzen","30 - 80 cm",NA,"","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (2 Arten)",NA,"feucht bis trocken"
"Baden-Württemberg","Gypsophila muralis","gypsophila-muralis","3","Mauer-Gipskraut,Acker-Gipskraut",NA,"rosa","durchlässig bis normal",NA,"Nelkengewächse",NA,"Gipskräuter","15 - 20 cm","ja","Sonne","nährstoffreicher Boden",NA,NA,NA,NA,""
