Bundesland,Wissenschaftlicher Name,Deutscher Name,Familie,Gefährdung,Licht,Wasser,Nährstoffe,PH-Wert,Boden,Frostverträglich,Maximale Höhe,Blütenfarbe,Bienen,Schmetterlinge,Vögel,Säugetiere,Dachbegrünung,Balkon,h_binned
Baden-Württemberg,Digitalis grandiflora,Großblütiger Fingerhut,Wegerichgewächse,V,Sonne bis Halbschatten,frisch bis trocken,normaler bis nährstoffreicher Boden,NA,durchlässig bis normal,bis -28 °C (bis Klimazone 5),120,gelb,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,"ja, Kübelgröße mittel",100+ cm
Baden-Württemberg,Digitalis lutea,Gelber Fingerhut,Wegerichgewächse,V,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),80,gelb,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,ja,ja,60-100 cm
Baden-Württemberg,Draba aizoides,"Immergrünes Felsenblümchen,Hungerblümchen",Kreuzblütler,3,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,NA,durchlässig,bis -34 °C (bis Klimazone 4),8,gelb,Bienenweide,NA,NA,NA,ja,ja,0-40 cm
Baden-Württemberg,Dryopteris cristata,Kammfarn,Wurmfarngewächse,2,Sonne bis Schatten,feucht,NA,NA,humus,bis -34 °C (bis Klimazone 4),80,NA,NA,NA,NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Echinocystis lobata,"Stachelgurke,Gelappte Stachelgurke, Igelgurke",Kürbisgewächse,1,Sonne,frisch,nährstoffreicher Boden,NA,humus,NA,80,weiß,NA,NA,NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Eleocharis acicularis,Nadel-Sumpfbinse,Sauergrasgewächse,V,Sonne bis Halbschatten,feucht,nährstoffarmer Boden,NA,humus,bis -28 °C (bis Klimazone 5),10,braun,NA,NA,NA,NA,NA,ja,0-40 cm
Baden-Württemberg,Empetrum nigrum,Schwarze Krähenbeere,Heidekrautgewächse,2,Sonne bis Halbschatten,feucht,NA,sauer,durchlässig bis humus,bis -40 °C (bis Klimazone 3),50,pink,NA,NA,NA,NA,NA,ja,40-60 cm
Baden-Württemberg,Epilobium palustre,Sumpf-Weidenröschen,Nachtkerzengewächse,V,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,sauer,humus,NA,70,rosa,NA,Schmetterlingsweide (6 Arten),NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Equisetum variegatum,Bunter Schachtelhalm,Schachtelhalmgewächse,2,Sonne bis Halbschatten,feucht,NA,NA,durchlässig bis lehmig,"bis -45,5 °C (bis Klimazone 2)",20,braun,NA,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Erica carnea,Schnee-Heide,Heidekrautgewächse,0,Sonne bis Halbschatten,frisch bis trocken,NA,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),30,rosa,Bienenweide,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,ja,0-40 cm
Baden-Württemberg,Eriophorum angustifolium,Schmalblättriges Wollgras,Sauergrasgewächse,3,Sonne bis Halbschatten,feucht,normaler Boden,NA,durchlässig bis humus,bis -34 °C (bis Klimazone 4),60,weiß,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Baden-Württemberg,Eriophorum latifolium,Breitblättriges Wollgras,Sauergrasgewächse,3,Sonne bis Halbschatten,feucht bis frisch,NA,basisch / kalk,durchlässig bis normal,bis -34 °C (bis Klimazone 4),60,weiß,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Baden-Württemberg,Eriophorum vaginatum,Scheidiges Wollgras,Sauergrasgewächse,V,Sonne,feucht,nährstoffarmer Boden,sauer,durchlässig bis humus,bis -34 °C (bis Klimazone 4),60,weiß,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Baden-Württemberg,Eryngium campestre,Feld-Mannstreu,Doldenblütler,3,Sonne,frisch,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),60,weiß,Bienenweide (10 Arten),Schmetterlingsweide (3 Arten),NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Erysimum cheiri,Goldlack,Kreuzblütler,V,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig,bis -17 °C (bis Klimazone 7),40,gelb,Bienenweide (2 Arten),NA,NA,NA,NA,ja,0-40 cm
Baden-Württemberg,Erysimum crepidifolium,Bleicher Schöterich,Kreuzblütler,R,Sonne,trocken,nährstoffarmer Boden,NA,humus,NA,60,gelb,Bienenweide (1 Arten),NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Erysimum odoratum,Duft-Schöterich,Kreuzblütler,2,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,NA,90,gelb,Bienenweide (1 Arten),NA,NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Euphorbia esula,Esels-Wolfsmilch,Wolfsmilchgewächse,V,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig,NA,60,gelb,NA,Schmetterlingsweide (4 Arten),NA,2 fressende Arten,NA,NA,40-60 cm
Baden-Württemberg,Euphorbia palustris,Sumpf-Wolfsmilch,Wolfsmilchgewächse,3,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,lehmig,bis -28 °C (bis Klimazone 5),100,gelb,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,ja,60-100 cm
Baden-Württemberg,Euphorbia seguieriana,Steppen-Wolfsmilch,Wolfsmilchgewächse,2,Sonne,frisch bis trocken,normaler Boden,basisch / kalk,durchlässig bis humus,bis -28 °C (bis Klimazone 5),80,gelb,NA,Schmetterlingsweide (3 Arten),NA,2 fressende Arten,NA,"ja, Kübelgröße mittel",60-100 cm
Baden-Württemberg,Fagopyrum tataricum,"Tatarischer Buchweizen,Falscher Buchweizen",Knöterichgewächse,0,Sonne bis Halbschatten,NA,nährstoffreicher Boden,NA,NA,NA,NA,weiß,NA,NA,NA,NA,NA,NA,NA
Baden-Württemberg,Festuca amethystina,Amethyst-Schwingel,Süßgräser,3,Sonne bis Halbschatten,trocken,normaler Boden,NA,durchlässig,bis -34 °C (bis Klimazone 4),80,violett,NA,NA,NA,NA,ja,NA,60-100 cm
Baden-Württemberg,Festuca filiformis,Haar-Schafschwingel,Süßgräser,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baden-Württemberg,Filipendula vulgaris,"Kleines Mädesüß,Knollen-Rüsterstaude, Knolliger Geißbart",Rosengewächse,3,Sonne bis Halbschatten,feucht bis trocken,nährstoffreicher Boden,NA,durchlässig bis normal,bis -40 °C (bis Klimazone 3),80,weiß,NA,NA,NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Fragaria moschata,"Zimt-Erdbeere,Moschus-Erdbeere",Rosengewächse,G,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,durchlässig bis humus,bis -12 °C (bis Klimazone 8),15,weiß,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Baden-Württemberg,Fritillaria meleagris,"Schachbrettblume,Perlhuhn-Schachbrettblume",Liliengewächse,1,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -34 °C (bis Klimazone 4),30,pink,Bienenweide (2 Arten),NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Fumana procumbens,Gewöhnliches Nadelröschen,Zistrosengewächse,2,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis humus,NA,20,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,ja,0-40 cm
Baden-Württemberg,Gagea villosa,"Acker-Gelbstern,Acker-Goldstern",Liliengewächse,V,Sonne,frisch bis trocken,nährstoffreicher Boden,basisch / kalk,durchlässig bis humus,NA,15,gelb,Bienenweide (1 Arten),NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Galeopsis ladanum,Breitblättriger Hohlzahn,Lippenblütler,G,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,NA,40,rot,Bienenweide (2 Arten),Schmetterlingsweide (3 Arten),NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Galeopsis segetum,Saat-Hohlz,Lippenblütler,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis humus,NA,50,gelb,Bienenweide,NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Galium boreale,Nordisches Labkraut,Rötegewächse,3,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,basisch / kalk,durchlässig bis lehmig,"bis -45,5 °C (bis Klimazone 2)",50,weiß,NA,NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Galium glaucum,Blaugrünes Labkraut,Rötegewächse,V,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis humus,bis -40 °C (bis Klimazone 3),80,weiß,NA,Schmetterlingsweide (6 Arten),NA,6 fressende Arten,NA,NA,60-100 cm
Baden-Württemberg,Galium pumilum,"Heide-Labkraut,Triften-Labkraut, Zierliches Labkraut",Rötegewächse,V,Sonne bis Halbschatten,feucht,normaler Boden,sauer,durchlässig bis humus,NA,25,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Genista germanica,Deutscher Ginster,Hülsenfrüchtler,3,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig bis normal,NA,60,gelb,NA,Schmetterlingsweide (3 Arten),NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Genista pilosa,"Sand-Ginster,Haar-Ginster",Hülsenfrüchtler,V,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,sauer,durchlässig bis humus,bis -28 °C (bis Klimazone 5),40,gelb,NA,Schmetterlingsweide (3 Arten),NA,3 fressende Arten,NA,NA,0-40 cm
Baden-Württemberg,Gentiana asclepiadea,Schwalbenwurz-Enzian,Enziangewächse,3,Sonne bis Halbschatten,feucht,normaler bis nährstoffreicher Boden,basisch / kalk,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),80,blau,Bienenweide,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,NA,60-100 cm
Baden-Württemberg,Gentiana cruciata,"Kreuz-Enzian,Gentiana cruciata subsp. cruciata",Enziangewächse,2,Sonne,frisch bis trocken,normaler Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),50,blau,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Baden-Württemberg,Gentiana lutea,Gelber Enzian,Enziangewächse,V,Sonne,feucht bis frisch,normaler Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),140,gelb,Bienenweide,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Baden-Württemberg,Gentiana pneumonanthe,Lungen-Enzian,Enziangewächse,2,Sonne bis Halbschatten,feucht,nährstoffarmer Boden,sauer,durchlässig bis humus,bis -34 °C (bis Klimazone 4),40,blau,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Baden-Württemberg,Gentiana verna,"Frühlings-Enzian,Schusternagerl, Himmelsbläueli",Enziangewächse,2,Sonne,feucht,nährstoffarmer Boden,basisch / kalk,durchlässig,bis -28 °C (bis Klimazone 5),10,blau,Bienenweide (2 Arten),Schmetterlingsweide,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Gentianella germanica,"Deutscher Kranzenzian,Deutscher Fransenenzian",Enziangewächse,V,Sonne,feucht bis frisch,nährstoffarmer Boden,basisch / kalk,lehmig,bis -28 °C (bis Klimazone 5),30,violett,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Gladiolus palustris,"Sumpf-Siegwurz,Sumpf-Gladiole",Schwertliliengewächse,1,Sonne bis Halbschatten,feucht bis frisch,nährstoffarmer Boden,basisch / kalk,durchlässig bis humus,bis -23 °C (bis Klimazone 6),60,pink,NA,NA,NA,NA,NA,ja,40-60 cm
Baden-Württemberg,Globularia punctata,Echte Kugelblume,Wegerichgewächse,3,Sonne,frisch,nährstoffreicher Boden,NA,durchlässig bis normal,bis -28 °C (bis Klimazone 5),30,blau,NA,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Gratiola officinalis,"Gottes-Gnadenkraut,Sumpfgnadenkraut",Wegerichgewächse,1,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,lehmig,bis -17 °C (bis Klimazone 7),40,weiß,Bienenweide,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Gymnadenia conopsea,"Große Händelwurz,Mücken-Händelwurz",Orchideen,V,NA,feucht bis trocken,normaler Boden,basisch / kalk,normal,NA,80,rosa,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Gypsophila muralis,"Mauer-Gipskraut,Acker-Gipskraut",Nelkengewächse,3,Sonne,NA,nährstoffreicher Boden,NA,durchlässig bis normal,NA,20,rosa,NA,NA,NA,NA,NA,ja,0-40 cm
Baden-Württemberg,Gypsophila repens,Kriechendes Gipskraut,Nelkengewächse,0,Sonne,frisch bis trocken,nährstoffarmer Boden,NA,durchlässig bis normal,bis -34 °C (bis Klimazone 4),30,rosa,NA,Schmetterlingsweide (5 Arten),NA,5 fressende Arten,NA,ja,0-40 cm
Baden-Württemberg,Helianthemum canum,Graues Sonnenröschen,Zistrosengewächse,R,Sonne,trocken,normaler Boden,basisch / kalk,durchlässig,bis -23 °C (bis Klimazone 6),20,gelb,Bienenweide (2 Arten),Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Helianthemum nummularium,"Gelbes Sonnenröschen,Gewöhnliches Sonnenröschen",Zistrosengewächse,V,Sonne,trocken,nährstoffarmer Boden,NA,lehmig,bis -28 °C (bis Klimazone 5),30,gelb,Bienenweide (28 Arten),Schmetterlingsweide (14 Arten),NA,12 fressende Arten,NA,ja,0-40 cm
Baden-Württemberg,Helichrysum arenarium,Sand-Strohblume,Korbblütler,2,Sonne,trocken,normaler Boden,NA,durchlässig,bis -34 °C (bis Klimazone 4),40,gelb,Bienenweide (2 Arten),Schmetterlingsweide (5 Arten),NA,3 fressende Arten,NA,NA,0-40 cm
Baden-Württemberg,Helleborus viridis,Grüne Niewswurz,Hahnenfußgewächse,2,Halbschatten bis Schatten,frisch,nährstoffreicher Boden,sauer,lehmig,NA,40,grün,Bienenweide,Schmetterlingsweide,NA,NA,NA,ja,0-40 cm
Baden-Württemberg,Hieracium bauhini,Ungarisches Habichtskraut,Korbblütler,V,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,NA,durchlässig,NA,31,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Hieracium hoppeanum,Hoppes Habichtskraut,Korbblütler,0,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,NA,30,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Hieracium lactucella,Geöhrtes Habichtskraut,Korbblütler,V,Sonne bis Halbschatten,trocken,nährstoffreicher Boden,NA,normal,NA,30,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Hierochloe odorata,Duftendes Mariengras,Süßgräser,0,Sonne,feucht,normaler Boden,NA,durchlässig bis normal,NA,50,grün,NA,NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Hippocrepis emerus,"Strauchwicke,Strauchkronwicke",Hülsenfrüchtler,V,Sonne,trocken,normaler Boden,basisch / kalk,durchlässig bis humus,NA,150,gelb,NA,Schmetterlingsweide (3 Arten),NA,NA,NA,NA,100+ cm
Baden-Württemberg,Hippuris vulgaris,"Gewöhnlicher Tannenwedel,Gemeiner Tannenwedel",Wegerichgewächse,3,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,basisch / kalk,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),30,rot,NA,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Homogyne alpina,Gewöhnlicher Alpenlattich,Korbblütler,2,Sonne bis Halbschatten,feucht,nährstoffarmer Boden,NA,durchlässig bis humus,NA,40,rosa,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Hottonia palustris,"Wasserfeder,Wasserprimel",Primelgewächse,2,Sonne bis Schatten,Wasserpflanze,nährstoffreicher Boden,sauer,normal bis lehmig,bis -23 °C (bis Klimazone 6),50,rosa,NA,NA,NA,NA,NA,ja,40-60 cm
Baden-Württemberg,Hydrocharis morsus-ranae,Europäischer Froschbiss,Froschbissgewächse,3,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,bis -34 °C (bis Klimazone 4),10,weiß,NA,NA,NA,NA,NA,"ja, Kübelgröße mittel",0-40 cm
Baden-Württemberg,Hydrocotyle vulgaris,Gewöhnlicher Wassernabel,Doldenblütler,2,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,humus,bis -12 °C (bis Klimazone 8),40,weiß,NA,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Hyoscyamus niger,Schwarzes Bilsenkraut,Nachtschattengewächse,2,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,humus,NA,60,blau,NA,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,NA,40-60 cm
Baden-Württemberg,Hypochaeris glabra,Kahles Ferkelkraut,Korbblütler,2,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig bis humus,NA,30,gelb,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Baden-Württemberg,Hypochaeris maculata,Geflecktes Ferkelkraut,Korbblütler,2,Sonne bis Halbschatten,trocken,normaler Boden,basisch / kalk,durchlässig bis humus,NA,100,gelb,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,60-100 cm
Baden-Württemberg,Hyssopus officinalis,Ysop,Lippenblütler,R,Sonne,trocken,normaler Boden,basisch / kalk,durchlässig bis humus,bis -17 °C (bis Klimazone 7),60,violett,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,NA,ja,ja,40-60 cm
Baden-Württemberg,Iberis amara,Bittere Schleifenblume,Kreuzblütler,1,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,NA,20,weiß,Bienenweide,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Inula britannica,Wiesen-Alant,Korbblütler,3,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,durchlässig bis normal,bis -17 °C (bis Klimazone 7),60,gelb,Bienenweide (3 Arten),NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Inula hirta,Rauer Alant,Korbblütler,3,Sonne bis Halbschatten,frisch bis trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis humus,bis -34 °C (bis Klimazone 4),45,gelb,Bienenweide (3 Arten),NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Iris germanica,"Deutsche Schwertlilie,Bart-Iris",Schwertliliengewächse,V,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),100,blau,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Iris sibirica,"Sibirische Schwertlilie,Wiesen-Schwertlilie, Blaue Schwertlilie",Schwertliliengewächse,2,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),80,blau,NA,NA,NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Iris variegata,Bunte Schwertlilie,Schwertliliengewächse,R,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig bis humus,bis -23 °C (bis Klimazone 6),60,gelb,Bienenweide,NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Jasione laevis,Ausdauerndes Sandglöckchen,Glockenblumengewächse,3,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,bis -28 °C (bis Klimazone 5),40,blau,Bienenweide (4 Arten),NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Jasione montana,"Berg-Sandglöckchen,Schafrapunzel",Glockenblumengewächse,V,Sonne bis Halbschatten,trocken,normaler Boden,sauer,durchlässig,bis -23 °C (bis Klimazone 6),50,blau,Bienenweide (32 Arten),Schmetterlingsweide (11 Arten),NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Juncus subnodulosus,Stumpfblütige Binse,Binsengewächse,V,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,basisch / kalk,durchlässig bis humus,NA,130,braun,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Baden-Württemberg,Koeleria glauca,"Blaugraue Kammschmiele,Schillergras",Süßgräser,2,Sonne,trocken,nährstoffarmer Boden,NA,normal,bis -34 °C (bis Klimazone 4),30,grün,NA,NA,NA,NA,ja,ja,0-40 cm
Baden-Württemberg,Lactuca perennis,Blauer Lattich,Korbblütler,V,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,basisch / kalk,normal,bis -17 °C (bis Klimazone 7),60,lila,Bienenweide (3 Arten),NA,NA,NA,NA,ja,40-60 cm
Baden-Württemberg,Lactuca virosa,Gift-Lattich,Korbblütler,2,Sonne,trocken,nährstoffreicher Boden,NA,normal,NA,120,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Baden-Württemberg,Laserpitium prutenicum,Preußisches Laserkraut,Doldenblütler,2,Sonne bis Halbschatten,feucht bis frisch,nährstoffarmer Boden,NA,durchlässig,NA,100,gelb,NA,NA,NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Laserpitium siler,"Berg-Laserkraut,Bergkümmel",Doldenblütler,3,Sonne,frisch bis trocken,nährstoffarmer Boden,NA,durchlässig,bis -34 °C (bis Klimazone 4),150,weiß,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,100+ cm
Baden-Württemberg,Lathyrus aphaca,Ranken-Platterbse,Hülsenfrüchtler,V,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,lehmig,NA,30,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Lathyrus heterophyllus,Verschiedenblättrige Platterbs,Hülsenfrüchtler,V,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig,NA,50,pink,Bienenweide (2 Arten),NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Lathyrus palustris,Sumpf-Platterbse,Hülsenfrüchtler,2,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,lehmig,NA,120,violett,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,100+ cm
Baden-Württemberg,Ledum palustre,Sumpf-Porst,NA,0,Sonne bis Halbschatten,feucht bis frisch,NA,NA,durchlässig bis humus,NA,150,weiß,NA,NA,NA,NA,NA,NA,100+ cm
Baden-Württemberg,Legousia speculum-veneris,Venus-Frauenspiegel,Glockenblumengewächse,3,Sonne,frisch,nährstoffreicher Boden,basisch / kalk,normal bis lehmig,NA,30,violett,NA,NA,NA,NA,NA,NA,0-40 cm
Baden-Württemberg,Leucojum vernum,Märzenbecher,Amaryllisgewächse,V,Halbschatten bis Schatten,feucht bis frisch,nährstoffreicher Boden,sauer,durchlässig,bis -28 °C (bis Klimazone 5),30,weiß,Bienenweide,NA,NA,NA,NA,ja,0-40 cm
Baden-Württemberg,Linaria alpina,Alpen-Leinkraut,Wegerichgewächse,0,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig,bis -34 °C (bis Klimazone 4),10,violett,Bienenweide,Schmetterlingsweide (1 Arten),NA,NA,NA,"ja, Kübelgröße klein",0-40 cm
Baden-Württemberg,Linum flavum,Gelber Lein,Leingewächse,2,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,basisch / kalk,durchlässig bis humus,bis -28 °C (bis Klimazone 5),50,gelb,Bienenweide,NA,NA,NA,NA,"ja, Kübelgröße mittel",40-60 cm
Baden-Württemberg,Linum perenne,"Blauer Lein,Dauerlein, Stauden-Lein",Leingewächse,0,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig,bis -17 °C (bis Klimazone 7),60,blau,Bienenweide,NA,NA,NA,ja,"ja, Kübelgröße mittel",40-60 cm
Baden-Württemberg,Linum tenuifolium,Schmalblättriger Lein,Leingewächse,3,Sonne,trocken,normaler Boden,basisch / kalk,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),45,rosa,Bienenweide (1 Arten),NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Lithospermum officinale,Echter Steinsame,Raublattgewächse,V,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,basisch / kalk,lehmig,NA,100,weiß,NA,NA,NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Lolium temulentum,"Taumel-Lolch,Rauschgras, Schwindelweizen,",Süßgräser,0,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,lehmig,NA,90,grün,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Lonicera caerulea,Blaue Heckenkirsche,Geißblattgewächse,3,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,durchlässig bis humus,NA,150,gelb,NA,Schmetterlingsweide (1 Arten),Vogelnährgehölz,NA,NA,NA,100+ cm
Baden-Württemberg,Lotus maritimus,Gelbe Spargelerbse,Hülsenfrüchtler,3,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,basisch / kalk,normal,NA,30,gelb,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Baden-Württemberg,Lychnis viscaria,Pechnelke,Nelkengewächse,3,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis normal,bis -34 °C (bis Klimazone 4),50,rosa,Bienenweide,Schmetterlingsweide (6 Arten),NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Lysimachia thyrsiflora,Strauß-Gilbweiderich,Primelgewächse,3,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,normal bis lehmig,bis -23 °C (bis Klimazone 6),60,gelb,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
